AÑO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,NIVEL,SECTOR,INSCRITOS,DOCENTES,RELACION_ALUMNO_DOCENTE
2003,13,Huehuetenango,26,Santa Cruz Barillas,PRIMARIA DE NIÑOS,TODOS,15016,503,29.852882
2014,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,TODOS,10996,591,18.605752
2011,12,San Marcos,18,Ocós,PRIMARIA DE NIÑOS,TODOS,6905,229,30.152838
1995,10,Suchitepéquez,9,San Pablo Jocopilas,PRIMARIA DE NIÑOS,TODOS,2329,0,
2002,13,Huehuetenango,10,Santa Bárbara,PRIMARIA DE NIÑOS,TODOS,3193,0,
2008,12,San Marcos,1,San Marcos,PRIMARIA DE NIÑOS,TODOS,7999,294,27.207482
2008,13,Huehuetenango,10,Santa Bárbara,PRIMARIA DE NIÑOS,TODOS,5378,153,35.150326
1995,1,Guatemala,7,San Pedro Ayampuc,PRIMARIA DE NIÑOS,TODOS,4425,0,
2006,15,Baja Verapaz,8,Purulhá,PRIMARIA DE NIÑOS,TODOS,7831,219,35.75799
1992,21,Jalapa,3,San Luis Jilotepéque,PRIMARIA DE NIÑOS,TODOS,2734,0,
2000,19,Zacapa,7,Cabañas,PRIMARIA DE NIÑOS,TODOS,1990,0,
2001,19,Zacapa,3,Rio Hondo,PRIMARIA DE NIÑOS,TODOS,2731,0,
2004,22,Jutiapa,15,Pasaco,PRIMARIA DE NIÑOS,TODOS,2124,93,22.838709
2008,8,Totonicapán,2,San Cristóbal Totonicapán,PRIMARIA DE NIÑOS,TODOS,7070,225,31.422222
2013,16,Alta Verapaz,10,San Juan Chamelco,PRIMARIA DE NIÑOS,TODOS,9451,448,21.095982
2014,10,Suchitepéquez,18,Zunilito,PRIMARIA DE NIÑOS,TODOS,1345,62,21.693548
2006,11,Retalhuleu,1,Retalhuleu,PRIMARIA DE NIÑOS,TODOS,14834,536,27.675373
2011,12,San Marcos,26,Sipacapa,PRIMARIA DE NIÑOS,TODOS,4463,158,28.246835
2015,7,Sololá,11,Santa Catarina Palopó,PRIMARIA DE NIÑOS,TODOS,772,40,19.3
1993,14,Quiché,11,San Juan Cotzal,PRIMARIA DE NIÑOS,TODOS,1806,0,
1994,6,Santa Rosa,5,San Rafael Las Flores,PRIMARIA DE NIÑOS,TODOS,980,0,
2011,10,Suchitepéquez,1,Mazatenango,PRIMARIA DE NIÑOS,TODOS,13694,617,22.194489
2010,17,Petén,2,San José,PRIMARIA DE NIÑOS,TODOS,1295,55,23.545454
1997,14,Quiché,7,Patzité,PRIMARIA DE NIÑOS,TODOS,623,0,
2005,18,Izabal,3,El Estor,PRIMARIA DE NIÑOS,TODOS,10589,348,30.42816
1999,17,Petén,10,Sayaxché,PRIMARIA DE NIÑOS,TODOS,11868,0,
2000,4,Chimaltenango,14,Parramos,PRIMARIA DE NIÑOS,TODOS,1477,0,
1992,12,San Marcos,17,Ayutla (Tecún Umán),PRIMARIA DE NIÑOS,TODOS,3946,0,
1995,11,Retalhuleu,5,San Felipe,PRIMARIA DE NIÑOS,TODOS,2945,0,
1996,20,Chiquimula,4,Jocotán,PRIMARIA DE NIÑOS,TODOS,3235,0,
2002,20,Chiquimula,4,Jocotán,PRIMARIA DE NIÑOS,TODOS,6439,0,
2003,16,Alta Verapaz,7,Panzós,PRIMARIA DE NIÑOS,TODOS,7857,232,33.866379
1999,12,San Marcos,2,San Pedro Sacatepéquez,PRIMARIA DE NIÑOS,TODOS,10873,0,
2007,12,San Marcos,1,San Marcos,PRIMARIA DE NIÑOS,TODOS,7952,280,28.4
2009,9,Quetzaltenango,2,Salcajá,PRIMARIA DE NIÑOS,TODOS,3609,137,26.343065
2010,9,Quetzaltenango,4,San Carlos Sija,PRIMARIA DE NIÑOS,TODOS,5671,283,20.038869
2008,16,Alta Verapaz,13,Chisec,PRIMARIA DE NIÑOS,TODOS,19712,575,34.281739
2013,1,Guatemala,10,San Juan Sacatepéquez,PRIMARIA DE NIÑOS,TODOS,37163,1380,26.92971
2008,3,Sacatepéquez,3,Pastores,PRIMARIA DE NIÑOS,TODOS,1790,66,27.121212
1999,6,Santa Rosa,7,San Juan Tecuaco,PRIMARIA DE NIÑOS,TODOS,1609,0,
2007,3,Sacatepéquez,15,San Antonio Aguas Calientes,PRIMARIA DE NIÑOS,TODOS,1740,62,28.064516
2016,22,Jutiapa,5,Asunción Mita,PRIMARIA DE NIÑOS,TODOS,5678,0,
1993,1,Guatemala,13,Fraijanes,PRIMARIA DE NIÑOS,TODOS,2334,0,
1994,7,Sololá,4,Santa Lucía Utatlán,PRIMARIA DE NIÑOS,TODOS,2072,0,
1997,10,Suchitepéquez,1,Mazatenango,PRIMARIA DE NIÑOS,TODOS,10816,0,
2012,14,Quiché,12,Joyabaj,PRIMARIA DE NIÑOS,TODOS,15676,544,28.816176
1997,11,Retalhuleu,2,San Sebastián,PRIMARIA DE NIÑOS,TODOS,2972,0,
2012,5,Escuintla,12,San Vicente Pacaya,PRIMARIA DE NIÑOS,TODOS,2860,150,19.066666
1995,7,Sololá,14,Santa Cruz La Laguna,PRIMARIA DE NIÑOS,TODOS,232,0,
2009,1,Guatemala,3,San José Pinula,PRIMARIA DE NIÑOS,TODOS,10921,367,29.757493
1993,19,Zacapa,10,Huité,PRIMARIA DE NIÑOS,TODOS,1221,0,
2005,10,Suchitepéquez,10,San Antonio Suchitepéquez,PRIMARIA DE NIÑOS,TODOS,7922,252,31.436507
2012,3,Sacatepéquez,13,San Miguel Dueñas,PRIMARIA DE NIÑOS,TODOS,1614,66,24.454545
2014,21,Jalapa,5,San Carlos Alzatate,PRIMARIA DE NIÑOS,TODOS,3061,131,23.366412
2015,14,Quiché,2,Chiché,PRIMARIA DE NIÑOS,TODOS,5233,253,20.683794
2009,12,San Marcos,19,San Pablo,PRIMARIA DE NIÑOS,TODOS,9453,325,29.086153
2007,20,Chiquimula,6,Olopa,PRIMARIA DE NIÑOS,TODOS,3846,162,23.74074
2013,12,San Marcos,24,San José Ojetenán,PRIMARIA DE NIÑOS,TODOS,4031,156,25.839743
1992,9,Quetzaltenango,11,Concepción Chiquirichapa,PRIMARIA DE NIÑOS,TODOS,1523,0,
1996,20,Chiquimula,5,Camotán,PRIMARIA DE NIÑOS,TODOS,3219,0,
2001,20,Chiquimula,3,San Juan Ermita,PRIMARIA DE NIÑOS,TODOS,2325,0,
2003,8,Totonicapán,7,Santa Lucía La Reforma,PRIMARIA DE NIÑOS,TODOS,2403,75,32.04
2011,13,Huehuetenango,14,San Rafael La Independencia,PRIMARIA DE NIÑOS,TODOS,3149,107,29.429906
2000,15,Baja Verapaz,4,Cubulco,PRIMARIA DE NIÑOS,TODOS,6704,0,
1996,22,Jutiapa,13,Conguaco,PRIMARIA DE NIÑOS,TODOS,2550,0,
1999,4,Chimaltenango,6,Tecpán Guatemala,PRIMARIA DE NIÑOS,TODOS,8749,0,
2009,13,Huehuetenango,27,Aguacatán,PRIMARIA DE NIÑOS,TODOS,10903,380,28.692105
1992,2,El Progreso,4,San Cristóbal Acasaguastlán,PRIMARIA DE NIÑOS,TODOS,944,0,
1994,9,Quetzaltenango,6,Cabricán,PRIMARIA DE NIÑOS,TODOS,3637,0,
1995,8,Totonicapán,8,San Bartolo Aguas Calientes,PRIMARIA DE NIÑOS,TODOS,1622,0,
1998,10,Suchitepéquez,7,San Lorenzo,PRIMARIA DE NIÑOS,TODOS,1506,0,
2000,15,Baja Verapaz,1,Salamá,PRIMARIA DE NIÑOS,TODOS,8459,0,
2001,9,Quetzaltenango,12,San Martín Sacatepéquez,PRIMARIA DE NIÑOS,TODOS,4784,0,
2011,21,Jalapa,7,Mataquescuintla,PRIMARIA DE NIÑOS,TODOS,7691,321,23.959501
1994,4,Chimaltenango,5,Santa Apolonia,PRIMARIA DE NIÑOS,TODOS,1284,0,
2002,10,Suchitepéquez,11,San Miguel Panám,PRIMARIA DE NIÑOS,TODOS,1224,0,
2010,10,Suchitepéquez,8,Samayac,PRIMARIA DE NIÑOS,TODOS,3542,132,26.833333
1994,10,Suchitepéquez,11,San Miguel Panám,PRIMARIA DE NIÑOS,TODOS,595,0,
2001,7,Sololá,1,Sololá,PRIMARIA DE NIÑOS,TODOS,12668,0,
2000,2,El Progreso,4,San Cristóbal Acasaguastlán,PRIMARIA DE NIÑOS,TODOS,917,0,
2007,6,Santa Rosa,3,Santa Rosa De Lima,PRIMARIA DE NIÑOS,TODOS,3174,92,34.5
2010,22,Jutiapa,14,Moyuta,PRIMARIA DE NIÑOS,TODOS,8592,339,25.345132
2014,16,Alta Verapaz,16,La Tinta,PRIMARIA DE NIÑOS,TODOS,7490,277,27.039711
2014,22,Jutiapa,6,Yupiltepéque,PRIMARIA DE NIÑOS,TODOS,2702,120,22.516666
1998,9,Quetzaltenango,4,San Carlos Sija,PRIMARIA DE NIÑOS,TODOS,7160,0,
2007,11,Retalhuleu,7,Champerico,PRIMARIA DE NIÑOS,TODOS,6576,233,28.223175
2006,21,Jalapa,3,San Luis Jilotepéque,PRIMARIA DE NIÑOS,TODOS,4260,169,25.2071
2013,8,Totonicapán,5,Momostenango,PRIMARIA DE NIÑOS,TODOS,22262,849,26.221436
2013,7,Sololá,10,Panajachel,PRIMARIA DE NIÑOS,TODOS,2158,161,13.403726
2015,20,Chiquimula,3,San Juan Ermita,PRIMARIA DE NIÑOS,TODOS,2518,178,14.146067
2004,14,Quiché,10,Cunén,PRIMARIA DE NIÑOS,TODOS,6653,219,30.378995
2011,1,Guatemala,4,San José Del Golfo,PRIMARIA DE NIÑOS,TODOS,988,50,19.76
2012,9,Quetzaltenango,10,San Mateo,PRIMARIA DE NIÑOS,TODOS,1617,79,20.468354
1992,11,Retalhuleu,1,Retalhuleu,PRIMARIA DE NIÑOS,TODOS,11544,0,
1996,14,Quiché,1,Santa Cruz Del Quiché,PRIMARIA DE NIÑOS,TODOS,8481,0,
1997,17,Petén,2,San José,PRIMARIA DE NIÑOS,TODOS,446,0,
2002,8,Totonicapán,1,Totonicapán,PRIMARIA DE NIÑOS,TODOS,21243,0,
2005,17,Petén,1,Flores,PRIMARIA DE NIÑOS,TODOS,7422,246,30.170731
2000,22,Jutiapa,7,Atescatempa,PRIMARIA DE NIÑOS,TODOS,2963,0,
2004,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,TODOS,4194,134,31.298507
2007,4,Chimaltenango,3,San Martin Jilotepeque,PRIMARIA DE NIÑOS,TODOS,14254,423,33.697399
2012,21,Jalapa,6,Monjas,PRIMARIA DE NIÑOS,TODOS,3999,220,18.177272
1993,13,Huehuetenango,29,San Gaspar Ixchil,PRIMARIA DE NIÑOS,TODOS,533,0,
1997,19,Zacapa,9,La Unión,PRIMARIA DE NIÑOS,TODOS,2779,0,
1998,13,Huehuetenango,23,San Juan Ixcoy,PRIMARIA DE NIÑOS,TODOS,3083,0,
1999,4,Chimaltenango,7,Patzún,PRIMARIA DE NIÑOS,TODOS,6907,0,
2008,22,Jutiapa,3,Santa Catarina Mita,PRIMARIA DE NIÑOS,TODOS,4348,180,24.155555
2013,10,Suchitepéquez,12,San Gabriel,PRIMARIA DE NIÑOS,TODOS,935,51,18.333333
2014,5,Escuintla,11,Palín,PRIMARIA DE NIÑOS,TODOS,9362,396,23.641414
2014,7,Sololá,2,San José Chacayá,PRIMARIA DE NIÑOS,TODOS,781,33,23.666666
2015,7,Sololá,4,Santa Lucía Utatlán,PRIMARIA DE NIÑOS,TODOS,3079,195,15.789743
1995,13,Huehuetenango,16,San Juan Atitán,PRIMARIA DE NIÑOS,TODOS,986,0,
2004,17,Petén,9,San Luis,PRIMARIA DE NIÑOS,TODOS,14028,441,31.809523
2008,7,Sololá,11,Santa Catarina Palopó,PRIMARIA DE NIÑOS,TODOS,752,28,26.857142
2012,17,Petén,8,Dolores,PRIMARIA DE NIÑOS,TODOS,8037,412,19.507281
2005,15,Baja Verapaz,2,San Miguel Chicaj,PRIMARIA DE NIÑOS,TODOS,5297,191,27.732984
1994,12,San Marcos,1,San Marcos,PRIMARIA DE NIÑOS,TODOS,6051,0,
2004,9,Quetzaltenango,1,Quetzaltenango,PRIMARIA DE NIÑOS,TODOS,26590,962,27.640332
2005,9,Quetzaltenango,23,La Esperanza,PRIMARIA DE NIÑOS,TODOS,2781,97,28.670103
2010,9,Quetzaltenango,1,Quetzaltenango,PRIMARIA DE NIÑOS,TODOS,29274,1106,26.468354
2013,15,Baja Verapaz,1,Salamá,PRIMARIA DE NIÑOS,TODOS,10267,521,19.706333
2016,10,Suchitepéquez,2,Cuyotenango,PRIMARIA DE NIÑOS,TODOS,4413,0,
1995,1,Guatemala,14,Amatitlán,PRIMARIA DE NIÑOS,TODOS,11476,0,
1998,21,Jalapa,7,Mataquescuintla,PRIMARIA DE NIÑOS,TODOS,4832,0,
1999,6,Santa Rosa,6,Oratorio,PRIMARIA DE NIÑOS,TODOS,3757,0,
1999,9,Quetzaltenango,11,Concepción Chiquirichapa,PRIMARIA DE NIÑOS,TODOS,3243,0,
2001,5,Escuintla,3,La Democracia,PRIMARIA DE NIÑOS,TODOS,2904,0,
2002,17,Petén,12,Poptún,PRIMARIA DE NIÑOS,TODOS,7996,0,
2005,3,Sacatepéquez,16,Santa Catarina Barahona,PRIMARIA DE NIÑOS,TODOS,399,12,33.25
2007,14,Quiché,14,San Andrés Sajcabajá,PRIMARIA DE NIÑOS,TODOS,4519,145,31.165517
2008,17,Petén,12,Poptún,PRIMARIA DE NIÑOS,TODOS,10409,347,29.997118
2010,11,Retalhuleu,9,El Asintal,PRIMARIA DE NIÑOS,TODOS,7199,260,27.688461
2016,17,Petén,11,Melchor De Mencos,PRIMARIA DE NIÑOS,TODOS,3820,0,
2004,9,Quetzaltenango,4,San Carlos Sija,PRIMARIA DE NIÑOS,TODOS,7796,261,29.869731
2009,11,Retalhuleu,5,San Felipe,PRIMARIA DE NIÑOS,TODOS,4011,156,25.711538
1992,13,Huehuetenango,25,San Sebastián Coatán,PRIMARIA DE NIÑOS,TODOS,1333,0,
1996,5,Escuintla,4,Siquinalá,PRIMARIA DE NIÑOS,TODOS,3317,0,
2009,22,Jutiapa,13,Conguaco,PRIMARIA DE NIÑOS,TODOS,5069,163,31.098159
2009,16,Alta Verapaz,6,San Miguel Tucurú,PRIMARIA DE NIÑOS,TODOS,8600,282,30.496453
2013,13,Huehuetenango,31,Santa Ana Huista,PRIMARIA DE NIÑOS,TODOS,1211,66,18.348484
1994,22,Jutiapa,16,San José Acatempa,PRIMARIA DE NIÑOS,TODOS,1614,0,
1998,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,TODOS,3401,0,
1998,13,Huehuetenango,14,San Rafael La Independencia,PRIMARIA DE NIÑOS,TODOS,1316,0,
2006,13,Huehuetenango,2,Chiantla,PRIMARIA DE NIÑOS,TODOS,12610,378,33.359788
2010,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,TODOS,4478,162,27.641975
2013,19,Zacapa,7,Cabañas,PRIMARIA DE NIÑOS,TODOS,2223,128,17.367187
2014,13,Huehuetenango,1,Huehuetenango,PRIMARIA DE NIÑOS,TODOS,16928,935,18.104812
1997,12,San Marcos,26,Sipacapa,PRIMARIA DE NIÑOS,TODOS,1996,0,
2000,12,San Marcos,29,San Lorenzo,PRIMARIA DE NIÑOS,TODOS,2309,0,
2000,19,Zacapa,6,Usumatlán,PRIMARIA DE NIÑOS,TODOS,1676,0,
2016,1,Guatemala,11,San Raymundo,PRIMARIA DE NIÑOS,TODOS,4974,0,
1995,1,Guatemala,11,San Raymundo,PRIMARIA DE NIÑOS,TODOS,2958,0,
1995,1,Guatemala,6,Chinautla,PRIMARIA DE NIÑOS,TODOS,10138,0,
1997,16,Alta Verapaz,3,San Cristóbal Verapaz,PRIMARIA DE NIÑOS,TODOS,4442,0,
1998,12,San Marcos,18,Ocós,PRIMARIA DE NIÑOS,TODOS,4648,0,
2001,14,Quiché,11,San Juan Cotzal,PRIMARIA DE NIÑOS,TODOS,3188,0,
2007,14,Quiché,11,San Juan Cotzal,PRIMARIA DE NIÑOS,TODOS,4884,152,32.131578
2014,10,Suchitepéquez,5,San José El Ídolo,PRIMARIA DE NIÑOS,TODOS,1671,86,19.430232
2003,16,Alta Verapaz,14,Chahal,PRIMARIA DE NIÑOS,TODOS,3948,142,27.802816
2009,16,Alta Verapaz,14,Chahal,PRIMARIA DE NIÑOS,TODOS,5754,211,27.270142
2015,22,Jutiapa,16,San José Acatempa,PRIMARIA DE NIÑOS,TODOS,1726,84,20.547619
1992,4,Chimaltenango,14,Parramos,PRIMARIA DE NIÑOS,TODOS,905,0,
2003,14,Quiché,8,San Antonio Ilotenango,PRIMARIA DE NIÑOS,TODOS,3236,97,33.360824
2009,14,Quiché,8,San Antonio Ilotenango,PRIMARIA DE NIÑOS,TODOS,4884,155,31.509677
2013,17,Petén,10,Sayaxché,PRIMARIA DE NIÑOS,TODOS,16711,702,23.804843
2003,11,Retalhuleu,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,45291,1531,29.582625
1996,22,Jutiapa,0,Todos,PRIMARIA DE NIÑOS,TODOS,62994,0,
2000,5,Escuintla,0,Todos,PRIMARIA DE NIÑOS,TODOS,90913,0,
1993,5,Escuintla,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,62295,0,
2015,12,San Marcos,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,172058,7826,21.985433
2001,4,Chimaltenango,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,25,0,
1999,8,Totonicapán,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,3606,0,
2009,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,27986,1083,25.841181
2004,13,Huehuetenango,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,169939,5063,33.564882
2003,17,Petén,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,175,7,25
2015,5,Escuintla,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,599,29,20.655172
2007,1,Guatemala,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,295726,7992,37.002752
1994,20,Chiquimula,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,2771,0,
2009,4,Chimaltenango,0,Todos,PRIMARIA DE NIÑOS,TODOS,104762,3770,27.788328
1994,3,Sacatepéquez,0,Todos,PRIMARIA DE NIÑOS,TODOS,29911,0,
1997,6,Santa Rosa,0,Todos,PRIMARIA DE NIÑOS,TODOS,50279,0,
2015,10,Suchitepéquez,0,Todos,PRIMARIA DE NIÑOS,TODOS,86522,4347,19.903841
1992,18,Izabal,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,8559,0,
2007,18,Izabal,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,66475,2193,30.312357
2009,9,Quetzaltenango,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,51,3,17
2006,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,25806,920,28.05
2007,16,Alta Verapaz,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,294,14,21
1997,16,Alta Verapaz,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,20995,0,
2010,11,Retalhuleu,0,Todos,PRIMARIA DE NIÑOS,TODOS,57691,2290,25.192576
2014,18,Izabal,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,310,18,17.222222
1997,10,Suchitepéquez,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,521,0,
1997,11,Retalhuleu,0,Todos,PRIMARIA DE NIÑOS,TODOS,39155,0,
2007,17,Petén,0,Todos,PRIMARIA DE NIÑOS,TODOS,102219,3326,30.733313
2015,8,Totonicapán,0,Todos,PRIMARIA DE NIÑOS,TODOS,72831,3277,22.2249
2008,6,Santa Rosa,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,4096,228,17.964912
2008,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,26374,974,27.078028
2011,12,San Marcos,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,7118,390,18.251282
1994,19,Zacapa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,24165,0,
2010,10,Suchitepéquez,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,88389,3185,27.751648
1996,9,Quetzaltenango,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,18633,0,
2013,15,Baja Verapaz,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,47399,2301,20.599304
2005,14,Quiché,0,Todos,PRIMARIA DE NIÑOS,TODOS,155459,4693,33.125719
1997,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,TODOS,21785,0,
1992,16,Alta Verapaz,0,Todos,PRIMARIA DE NIÑOS,TODOS,51406,0,
1998,3,Sacatepéquez,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,25666,0,
1992,15,Baja Verapaz,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,25298,0,
2014,12,San Marcos,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,32,1,32
2002,15,Baja Verapaz,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,40733,0,
2000,13,Huehuetenango,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,8362,0,
1995,21,Jalapa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,30724,0,
1992,4,Chimaltenango,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,7452,0,
2016,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,22812,0,
2014,15,Baja Verapaz,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,2013,157,12.821656
2009,18,Izabal,0,Todos,PRIMARIA DE NIÑOS,TODOS,78265,2877,27.203684
1997,10,Suchitepéquez,0,Todos,PRIMARIA DE NIÑOS,TODOS,58685,0,
2000,13,Huehuetenango,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,132885,0,
2009,20,Chiquimula,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,5590,276,20.253623
1997,19,Zacapa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,24722,0,
2001,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,21959,0,
1996,12,San Marcos,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,113640,0,
2002,19,Zacapa,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,3648,0,
2010,19,Zacapa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,37042,1596,23.209273
1999,10,Suchitepéquez,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,660,0,
1999,3,Sacatepéquez,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,6820,0,
1993,19,Zacapa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,23800,0,
2004,9,Quetzaltenango,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,16448,814,20.206388
1998,1,Guatemala,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,847,0,
1998,14,Quiché,0,Todos,PRIMARIA DE NIÑOS,TODOS,89795,0,
2014,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,TODOS,26297,1227,21.431947
2007,15,Baja Verapaz,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,1623,87,18.655172
1995,19,Zacapa,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,40,0,
2010,5,Escuintla,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,409,22,18.590909
1995,7,Sololá,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,3880,0,
2015,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,2259,219,10.315068
2006,21,Jalapa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,52496,1681,31.22903
2005,7,Sololá,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,4422,202,21.891089
2012,7,Sololá,0,Todos,PRIMARIA DE NIÑOS,TODOS,74942,3503,21.393662
1993,22,Jutiapa,0,Todos,PRIMARIA DE NIÑOS,TODOS,61278,0,
2012,13,Huehuetenango,0,Todos,PRIMARIA DE NIÑOS,TODOS,224548,8416,26.681083
2013,17,Petén,0,Todos,PRIMARIA DE NIÑOS,TODOS,99086,4988,19.864875
1998,18,Izabal,0,Todos,PRIMARIA DE NIÑOS,TODOS,54066,0,
2000,6,Santa Rosa,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,3639,0,
2011,4,Chimaltenango,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,92022,3530,26.068555
1996,13,Huehuetenango,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,8862,0,
2016,6,Santa Rosa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,53413,0,
1999,22,Jutiapa,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,64627,0,
2011,6,Santa Rosa,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,3824,275,13.905454
2003,19,Zacapa,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,32,3,10.666666
2016,5,Escuintla,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,585,0,
2015,22,Jutiapa,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,147,8,18.375
1997,12,San Marcos,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,719,0,
2002,17,Petén,0,Todos,PRIMARIA DE NIÑOS,TODOS,80385,0,
2004,11,Retalhuleu,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,102,4,25.5
2009,8,Totonicapán,0,Todos,PRIMARIA DE NIÑOS,TODOS,85339,2934,29.08623
1999,6,Santa Rosa,0,Todos,PRIMARIA DE NIÑOS,TODOS,53684,0,
1998,8,Totonicapán,0,Todos,PRIMARIA DE NIÑOS,TODOS,52145,0,
2002,11,Retalhuleu,0,Todos,PRIMARIA DE NIÑOS,TODOS,49546,0,
2013,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,2062,176,11.715909
1997,3,Sacatepéquez,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,6466,0,
1996,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,20188,0,
1997,9,Quetzaltenango,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,84089,0,
1994,8,Totonicapán,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,2784,0,
1999,6,Santa Rosa,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,898,0,
2003,18,Izabal,0,Todos,PRIMARIA DE NIÑOS,TODOS,64513,2181,29.57955
2000,9,Quetzaltenango,0,Todos,PRIMARIA DE NIÑOS,TODOS,122618,0,
1996,14,Quiché,0,Todos,PRIMARIA DE NIÑOS,TODOS,69778,0,
2014,21,Jalapa,0,Todos,PRIMARIA DE NIÑOS,TODOS,56978,2584,22.050309
2000,17,Petén,0,Todos,PRIMARIA DE NIÑOS,MUNICIPAL,281,0,
1996,7,Sololá,0,Todos,PRIMARIA DE NIÑOS,TODOS,39243,0,
2013,22,Jutiapa,0,Todos,PRIMARIA DE NIÑOS,TODOS,79711,3563,22.371877
2001,5,Escuintla,0,Todos,PRIMARIA DE NIÑOS,TODOS,94625,0,
2000,2,El Progreso,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,21452,0,
1993,1,Guatemala,0,Todos,PRIMARIA DE NIÑOS,TODOS,319385,0,
2011,14,Quiché,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,191455,7217,26.528335
2014,17,Petén,0,Todos,PRIMARIA DE NIÑOS,PRIVADO,3558,286,12.440559
2008,16,Alta Verapaz,0,Todos,PRIMARIA DE NIÑOS,OFICIAL,185336,5722,32.390073
